#Image center (0x, 0y) = (157 px, 128 px)
#Left center (-56, 0) = (3, 128
#Bottom center (0, -56) = (157, 254)

#Dots
198, 151
188, 129
187, 126
201, 126
209, 129
213, 125
220, 121
243, 121
245, 116
242, 111
247, 108
249, 112
234, 83
231, 79
245, 97
275, 101
281, 111
275, 112
259, 108
257, 113
254, 112
252, 88
253, 84
204, 79
218, 95
231, 100
236, 106
231, 105
230, 120
228, 116
190, 73
185, 75
182, 80
176, 79
174, 84
168, 87
164, 86
165, 82
165, 79
177, 110
201, 74
196, 77
196, 81
193, 85
205, 88
193, 93
190, 91
197, 91
175, 94
184, 97
184, 92
185, 91
215, 90
214, 92
232, 111
221, 115
223, 114
221, 103
217, 103
217, 105
225, 106
228, 106
229, 109
227, 110
178, 74
181, 72
180, 69
176, 69
178, 66
159, 74
158, 76
161, 95
159, 93
157, 102
159, 104
166, 95
166, 98
169, 99
169, 104
170, 104
169, 112
163, 113
162, 110
156, 108
185, 120
180, 117
182, 114
183, 112
188, 114
186, 113
191, 99
195, 102
192, 104
193, 103
188, 102
188, 104
188, 105
185, 106
184, 108
191, 108
192, 109
196, 112
197, 111
199, 116
202, 116
204, 115
204, 113
199, 105
201, 94
204, 96
205, 95
211, 97
210, 98
207, 100
209, 102
210, 104
209, 106
207, 107
203, 105
206, 103
203, 101

